,name,hierarchy,countries,iso3
201,WITCH 6.0|Sub Saharan Africa,WITCH 6.0,"['Djibouti', 'British Indian Ocean Territory', 'Bouvet Island', 'French Southern Territories', 'Angola', 'Benin', 'Botswana', 'Burkina Faso', 'Burundi', 'Cameroon', 'Cabo Verde', 'Central African Republic', 'Chad', 'Comoros', 'Congo', 'Democratic Republic of the Congo', ""Côte d'Ivoire"", 'Equatorial Guinea', 'Eritrea', 'Ethiopia', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Kenya', 'Lesotho', 'Liberia', 'Madagascar', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Mayotte', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Réunion', 'Rwanda', 'Sao Tome and Principe', 'Senegal', 'Seychelles', 'Saint Helena, Ascension and Tristan da Cunha', 'Sierra Leone', 'Somalia', 'South Sudan', 'Sudan', 'Eswatini', 'Tanzania', 'Togo', 'Uganda', 'Zambia', 'Zimbabwe']","['DJI', 'IOT', 'BVT', 'ATF', 'AGO', 'BEN', 'BWA', 'BFA', 'BDI', 'CMR', 'CPV', 'CAF', 'TCD', 'COM', 'COG', 'COD', 'CIV', 'GNQ', 'ERI', 'ETH', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'KEN', 'LSO', 'LBR', 'MDG', 'MWI', 'MLI', 'MRT', 'MUS', 'MYT', 'MOZ', 'NAM', 'NER', 'NGA', 'REU', 'RWA', 'STP', 'SEN', 'SYC', 'SHN', 'SLE', 'SOM', 'SSD', 'SDN', 'SWZ', 'TZA', 'TGO', 'UGA', 'ZMB', 'ZWE']"
202,WITCH 6.0|Non-EU Eastern European and Transition Countries,WITCH 6.0,"['Mongolia', 'Armenia', 'Azerbaijan', 'Belarus', 'Georgia', 'Kazakhstan', 'Kyrgyzstan', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkey', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['MNG', 'ARM', 'AZE', 'BLR', 'GEO', 'KAZ', 'KGZ', 'MDA', 'RUS', 'TJK', 'TUR', 'TKM', 'UKR', 'UZB']"
203,WITCH 6.0|United States of America,WITCH 6.0,['United States'],['USA']
204,AIM/Hub-Global 2.4|Brazil,AIM/Hub-Global 2.4,,
205,AIM/Hub-Global 2.4|Canada,AIM/Hub-Global 2.4,,
206,AIM/Hub-Global 2.4|China,AIM/Hub-Global 2.4,,
207,AIM/Hub-Global 2.4|Former USSR,AIM/Hub-Global 2.4,,
208,AIM/Hub-Global 2.4|India,AIM/Hub-Global 2.4,,
209,AIM/Hub-Global 2.4|Japan,AIM/Hub-Global 2.4,,
210,AIM/Hub-Global 2.4|Turkey,AIM/Hub-Global 2.4,,
211,AIM/Hub-Global 2.4|USA,AIM/Hub-Global 2.4,,
212,AIM/Hub-Global 2.4|Other Africa,AIM/Hub-Global 2.4,,
213,AIM/Hub-Global 2.4|EU,AIM/Hub-Global 2.4,,
214,AIM/Hub-Global 2.4|Rest of Europe,AIM/Hub-Global 2.4,,
215,AIM/Hub-Global 2.4|Rest of Latin America,AIM/Hub-Global 2.4,,
216,AIM/Hub-Global 2.4|Middle East,AIM/Hub-Global 2.4,,
217,AIM/Hub-Global 2.4|North Africa,AIM/Hub-Global 2.4,,
218,AIM/Hub-Global 2.4|New Zealand and Australia,AIM/Hub-Global 2.4,,
219,AIM/Hub-Global 2.4|Rest of Asia,AIM/Hub-Global 2.4,,
220,AIM/Hub-Global 2.4|Rest of East and South East Asia,AIM/Hub-Global 2.4,,
221,AIM 3.0|Brazil,AIM 3.0,['Brazil'],['BRA']
222,AIM 3.0|Canada,AIM 3.0,['Canada'],['CAN']
223,AIM 3.0|China,AIM 3.0,"['China', 'Hong Kong']","['CHN', 'HKG']"
224,AIM 3.0|Former USSR,AIM 3.0,"['Armenia', 'Azerbaijan', 'Belarus', 'Georgia', 'Kazakhstan', 'Kyrgyzstan', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['ARM', 'AZE', 'BLR', 'GEO', 'KAZ', 'KGZ', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
225,AIM 3.0|India,AIM 3.0,['India'],['IND']
226,AIM 3.0|Japan,AIM 3.0,['Japan'],['JPN']
227,AIM 3.0|Turkey,AIM 3.0,['Turkey'],['TUR']
228,AIM 3.0|USA,AIM 3.0,['United States'],['USA']
229,AIM 3.0|Other Africa,AIM 3.0,"['Angola', 'Benin', 'Botswana', 'Burkina Faso', 'Burundi', 'Cabo Verde', 'Cameroon', 'Central African Republic', 'Chad', 'Comoros', 'Congo', ""Côte d'Ivoire"", 'Democratic Republic of the Congo', 'Djibouti', 'Equatorial Guinea', 'Eritrea', 'Eswatini', 'Ethiopia', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Kenya', 'Lesotho', 'Liberia', 'Madagascar', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Mayotte', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Rwanda', 'Réunion', 'Sao Tome and Principe', 'Senegal', 'Seychelles', 'Sierra Leone', 'Somalia', 'South Africa', 'Sudan', 'Tanzania', 'Togo', 'Uganda', 'Western Sahara', 'Zambia', 'Zimbabwe']","['AGO', 'BEN', 'BWA', 'BFA', 'BDI', 'CPV', 'CMR', 'CAF', 'TCD', 'COM', 'COG', 'CIV', 'COD', 'DJI', 'GNQ', 'ERI', 'SWZ', 'ETH', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'KEN', 'LSO', 'LBR', 'MDG', 'MWI', 'MLI', 'MRT', 'MUS', 'MYT', 'MOZ', 'NAM', 'NER', 'NGA', 'RWA', 'REU', 'STP', 'SEN', 'SYC', 'SLE', 'SOM', 'ZAF', 'SDN', 'TZA', 'TGO', 'UGA', 'ESH', 'ZMB', 'ZWE']"
230,AIM 3.0|EU & UK,AIM 3.0,"['Austria', 'Belgium', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'United Kingdom']","['AUT', 'BEL', 'CYP', 'CZE', 'DNK', 'EST', 'FIN', 'FRA', 'DEU', 'GRC', 'HUN', 'IRL', 'ITA', 'LVA', 'LTU', 'LUX', 'MLT', 'NLD', 'POL', 'PRT', 'SVK', 'SVN', 'ESP', 'SWE', 'GBR']"
231,AIM 3.0|Rest of Europe,AIM 3.0,"['Albania', 'Andorra', 'Bosnia and Herzegovina', 'Bulgaria', 'Croatia', 'Faroe Islands', 'Gibraltar', 'Iceland', 'Liechtenstein', 'Monaco', 'Montenegro', 'North Macedonia', 'Norway', 'Romania', 'San Marino', 'Serbia', 'Svalbard and Jan Mayen', 'Switzerland', 'Vatican']","['ALB', 'AND', 'BIH', 'BGR', 'HRV', 'FRO', 'GIB', 'ISL', 'LIE', 'MCO', 'MNE', 'MKD', 'NOR', 'ROU', 'SMR', 'SRB', 'SJM', 'CHE', 'VAT']"
232,AIM 3.0|Rest of Latin America,AIM 3.0,"['Anguilla', 'Antigua and Barbuda', 'Argentina', 'Aruba', 'Bahamas', 'Barbados', 'Belize', 'Bermuda', 'Bolivia', 'Bouvet Island', 'British Virgin Islands', 'Cayman Islands', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Dominica', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Falkland Islands (Malvinas)', 'French Guiana', 'Greenland', 'Grenada', 'Guadeloupe', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Montserrat', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Pierre and Miquelon', 'Saint Vincent and the Grenadines', 'South Georgia and the South Sandwich Islands', 'Suriname', 'Trinidad and Tobago', 'Turks and Caicos Islands', 'United States Virgin Islands', 'Uruguay', 'Venezuela']","['AIA', 'ATG', 'ARG', 'ABW', 'BHS', 'BRB', 'BLZ', 'BMU', 'BOL', 'BVT', 'VGB', 'CYM', 'CHL', 'COL', 'CRI', 'CUB', 'DMA', 'DOM', 'ECU', 'SLV', 'FLK', 'GUF', 'GRL', 'GRD', 'GLP', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MEX', 'MSR', 'NIC', 'PAN', 'PRY', 'PER', 'PRI', 'KNA', 'LCA', 'SPM', 'VCT', 'SGS', 'SUR', 'TTO', 'TCA', 'VIR', 'URY', 'VEN']"
233,AIM 3.0|Middle East,AIM 3.0,"['Bahrain', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kuwait', 'Lebanon', 'Oman', 'Qatar', 'Saudi Arabia', 'Syria', 'United Arab Emirates', 'Yemen']","['BHR', 'IRN', 'IRQ', 'ISR', 'JOR', 'KWT', 'LBN', 'OMN', 'QAT', 'SAU', 'SYR', 'ARE', 'YEM']"
234,AIM 3.0|North Africa,AIM 3.0,"['Algeria', 'Egypt', 'Libya', 'Morocco', 'Tunisia']","['DZA', 'EGY', 'LBY', 'MAR', 'TUN']"
235,AIM 3.0|New Zealand and Australia,AIM 3.0,"['Australia', 'New Zealand']","['AUS', 'NZL']"
236,AIM 3.0|Rest of Asia,AIM 3.0,"['Afghanistan', 'American Samoa', 'Bangladesh', 'Bhutan', 'British Indian Ocean Territory', 'Brunei Darussalam', 'Christmas Island', 'Cocos (Keeling) Islands', 'Cook Islands', 'Fiji', 'French Polynesia', 'French Southern Territories', 'Guam', 'Heard Island and McDonald Islands', 'Kiribati', 'Maldives', 'Marshall Islands', 'Micronesia', 'Nauru', 'Nepal', 'New Caledonia', 'Niue', 'Norfolk Island', 'Northern Mariana Islands', 'Pakistan', 'Palau', 'Papua New Guinea', 'Pitcairn', 'Samoa', 'Solomon Islands', 'Sri Lanka', 'Tokelau', 'Tonga', 'Tuvalu', 'United States Minor Outlying Islands', 'Vanuatu', 'Wallis and Futuna']","['AFG', 'ASM', 'BGD', 'BTN', 'IOT', 'BRN', 'CXR', 'CCK', 'COK', 'FJI', 'PYF', 'ATF', 'GUM', 'HMD', 'KIR', 'MDV', 'MHL', 'FSM', 'NRU', 'NPL', 'NCL', 'NIU', 'NFK', 'MNP', 'PAK', 'PLW', 'PNG', 'PCN', 'WSM', 'SLB', 'LKA', 'TKL', 'TON', 'TUV', 'UMI', 'VUT', 'WLF']"
237,AIM 3.0|Rest of East and South East Asia,AIM 3.0,"['Cambodia', 'Indonesia', 'Laos', 'Malaysia', 'Mongolia', 'Myanmar', 'North Korea', 'Philippines', 'Singapore', 'South Korea', 'Taiwan', 'Thailand', 'Timor-Leste', 'Viet Nam']","['KHM', 'IDN', 'LAO', 'MYS', 'MNG', 'MMR', 'PRK', 'PHL', 'SGP', 'KOR', 'TWN', 'THA', 'TLS', 'VNM']"
