,name,hierarchy,countries,iso3
0,World,common,,
1,International,common,,
2,OECD & EU (R5),R5,"['Albania', 'Australia', 'Austria', 'Belgium', 'Bosnia and Herzegovina', 'Bulgaria', 'Canada', 'Croatia', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Guam', 'Hungary', 'Iceland', 'Ireland', 'Italy', 'Japan', 'Kosovo', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Montenegro', 'Netherlands', 'New Zealand', 'North Macedonia', 'Norway', 'Poland', 'Portugal', 'Puerto Rico', 'Romania', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'Turkey', 'United Kingdom', 'United States']","['ALB', 'AUS', 'AUT', 'BEL', 'BIH', 'BGR', 'CAN', 'HRV', 'CYP', 'CZE', 'DNK', 'EST', 'FIN', 'FRA', 'DEU', 'GRC', 'GUM', 'HUN', 'ISL', 'IRL', 'ITA', 'JPN', 'KOS', 'LVA', 'LTU', 'LUX', 'MLT', 'MNE', 'NLD', 'NZL', 'MKD', 'NOR', 'POL', 'PRT', 'PRI', 'ROU', 'SRB', 'SVK', 'SVN', 'ESP', 'SWE', 'CHE', 'TUR', 'GBR', 'USA']"
3,Reforming Economies (R5),R5,"['Armenia', 'Azerbaijan', 'Belarus', 'Georgia', 'Kazakhstan', 'Kyrgyzstan', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['ARM', 'AZE', 'BLR', 'GEO', 'KAZ', 'KGZ', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
4,Asia (R5),R5,"['Afghanistan', 'Bangladesh', 'Bhutan', 'Brunei Darussalam', 'Cambodia', 'China', 'Cook Islands', 'Fiji', 'French Polynesia', 'Hong Kong', 'India', 'Indonesia', 'Kiribati', 'Laos', 'Macao', 'Malaysia', 'Maldives', 'Marshall Islands', 'Micronesia', 'Mongolia', 'Myanmar', 'Nauru', 'Nepal', 'Niue', 'New Caledonia', 'North Korea', 'Pakistan', 'Papua New Guinea', 'Palau', 'Philippines', 'South Korea', 'Samoa', 'Singapore', 'Solomon Islands', 'Sri Lanka', 'Taiwan', 'Thailand', 'Timor-Leste', 'Tonga', 'Tuvalu', 'Vanuatu', 'Viet Nam']","['AFG', 'BGD', 'BTN', 'BRN', 'KHM', 'CHN', 'COK', 'FJI', 'PYF', 'HKG', 'IND', 'IDN', 'KIR', 'LAO', 'MAC', 'MYS', 'MDV', 'MHL', 'FSM', 'MNG', 'MMR', 'NRU', 'NPL', 'NIU', 'NCL', 'PRK', 'PAK', 'PNG', 'PLW', 'PHL', 'KOR', 'WSM', 'SGP', 'SLB', 'LKA', 'TWN', 'THA', 'TLS', 'TON', 'TUV', 'VUT', 'VNM']"
5,Middle East & Africa (R5),R5,"['Algeria', 'Angola', 'Bahrain', 'Benin', 'Botswana', 'Burkina Faso', 'Burundi', 'Cameroon', 'Cabo Verde', 'Central African Republic', 'Chad', 'Comoros', 'Congo', ""Côte d'Ivoire"", 'Democratic Republic of the Congo', 'Djibouti', 'Egypt', 'Equatorial Guinea', 'Eritrea', 'Ethiopia', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kenya', 'Kuwait', 'Lebanon', 'Lesotho', 'Liberia', 'Libya', 'Madagascar', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Mayotte', 'Morocco', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Palestine', 'Oman', 'Qatar', 'Rwanda', 'Réunion', 'Sao Tome and Principe', 'Saudi Arabia', 'Senegal', 'Seychelles', 'Sierra Leone', 'Somalia', 'South Africa', 'South Sudan', 'Sudan', 'Eswatini', 'Syria', 'Togo', 'Tunisia', 'Uganda', 'United Arab Emirates', 'Tanzania', 'Western Sahara', 'Yemen', 'Zambia', 'Zimbabwe']","['DZA', 'AGO', 'BHR', 'BEN', 'BWA', 'BFA', 'BDI', 'CMR', 'CPV', 'CAF', 'TCD', 'COM', 'COG', 'CIV', 'COD', 'DJI', 'EGY', 'GNQ', 'ERI', 'ETH', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'IRN', 'IRQ', 'ISR', 'JOR', 'KEN', 'KWT', 'LBN', 'LSO', 'LBR', 'LBY', 'MDG', 'MWI', 'MLI', 'MRT', 'MUS', 'MYT', 'MAR', 'MOZ', 'NAM', 'NER', 'NGA', 'PSE', 'OMN', 'QAT', 'RWA', 'REU', 'STP', 'SAU', 'SEN', 'SYC', 'SLE', 'SOM', 'ZAF', 'SSD', 'SDN', 'SWZ', 'SYR', 'TGO', 'TUN', 'UGA', 'ARE', 'TZA', 'ESH', 'YEM', 'ZMB', 'ZWE']"
6,Latin America (R5),R5,"['Antigua and Barbuda', 'Argentina', 'Aruba', 'Bahamas', 'Barbados', 'Belize', 'Bolivia', 'Brazil', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Curaçao', 'Dominican Republic', 'Ecuador', 'El Salvador', 'French Guiana', 'Grenada', 'Guadeloupe', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Sint Maarten (Dutch part)', 'Suriname', 'Trinidad and Tobago', 'United States Virgin Islands', 'Uruguay', 'Venezuela']","['ATG', 'ARG', 'ABW', 'BHS', 'BRB', 'BLZ', 'BOL', 'BRA', 'CHL', 'COL', 'CRI', 'CUB', 'CUW', 'DOM', 'ECU', 'SLV', 'GUF', 'GRD', 'GLP', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MEX', 'NIC', 'PAN', 'PRY', 'PER', 'KNA', 'LCA', 'VCT', 'SXM', 'SUR', 'TTO', 'VIR', 'URY', 'VEN']"
7,Other (R5),R5,,
8,European Union (R9),R9,"['Austria', 'Belgium', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Romania', 'Slovakia', 'Slovenia', 'Spain', 'Sweden']","['AUT', 'BEL', 'BGR', 'HRV', 'CYP', 'CZE', 'DNK', 'EST', 'FIN', 'FRA', 'DEU', 'GRC', 'HUN', 'IRL', 'ITA', 'LVA', 'LTU', 'LUX', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'ESP', 'SWE']"
9,USA (R9),R9,['United States'],['USA']
10,Other OECD (R9),R9,"['Albania', 'Australia', 'Bosnia and Herzegovina', 'Canada', 'Guam', 'Iceland', 'Japan', 'Kosovo', 'Montenegro', 'New Zealand', 'North Macedonia', 'Norway', 'Puerto Rico', 'Serbia', 'United Kingdom', 'Switzerland', 'Turkey']","['ALB', 'AUS', 'BIH', 'CAN', 'GUM', 'ISL', 'JPN', 'KOS', 'MNE', 'NZL', 'MKD', 'NOR', 'PRI', 'SRB', 'GBR', 'CHE', 'TUR']"
11,China (R9),R9,"['China', 'Hong Kong', 'Macao']","['CHN', 'HKG', 'MAC']"
12,India (R9),R9,['India'],['IND']
13,Other Asia (R9),R9,"['Afghanistan', 'Bangladesh', 'Bhutan', 'Brunei Darussalam', 'Cambodia', 'Cook Islands', 'Fiji', 'French Polynesia', 'Indonesia', 'Kiribati', 'Laos', 'Malaysia', 'Maldives', 'Marshall Islands', 'Micronesia', 'Mongolia', 'Myanmar', 'Nauru', 'Niue', 'Nepal', 'New Caledonia', 'North Korea', 'Pakistan', 'Palau', 'Papua New Guinea', 'Philippines', 'South Korea', 'Samoa', 'Singapore', 'Solomon Islands', 'Sri Lanka', 'Taiwan', 'Tuvalu', 'Thailand', 'Timor-Leste', 'Tonga', 'Vanuatu', 'Viet Nam']","['AFG', 'BGD', 'BTN', 'BRN', 'KHM', 'COK', 'FJI', 'PYF', 'IDN', 'KIR', 'LAO', 'MYS', 'MDV', 'MHL', 'FSM', 'MNG', 'MMR', 'NRU', 'NIU', 'NPL', 'NCL', 'PRK', 'PAK', 'PLW', 'PNG', 'PHL', 'KOR', 'WSM', 'SGP', 'SLB', 'LKA', 'TWN', 'TUV', 'THA', 'TLS', 'TON', 'VUT', 'VNM']"
14,Reforming Economies (R9),R9,"['Armenia', 'Azerbaijan', 'Belarus', 'Georgia', 'Kazakhstan', 'Kyrgyzstan', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['ARM', 'AZE', 'BLR', 'GEO', 'KAZ', 'KGZ', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
15,Middle East & Africa (R9),R9,"['Algeria', 'Angola', 'Bahrain', 'Benin', 'Botswana', 'Burkina Faso', 'Burundi', 'Cameroon', 'Cabo Verde', 'Central African Republic', 'Chad', 'Comoros', 'Congo', ""Côte d'Ivoire"", 'Democratic Republic of the Congo', 'Djibouti', 'Egypt', 'Equatorial Guinea', 'Eritrea', 'Eswatini', 'Ethiopia', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kenya', 'Kuwait', 'Lebanon', 'Lesotho', 'Liberia', 'Libya', 'Madagascar', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Mayotte', 'Morocco', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Palestine', 'Oman', 'Qatar', 'Rwanda', 'Réunion', 'Sao Tome and Principe', 'Saudi Arabia', 'Senegal', 'Seychelles', 'Sierra Leone', 'Somalia', 'South Africa', 'South Sudan', 'Sudan', 'Syria', 'Togo', 'Tunisia', 'Uganda', 'United Arab Emirates', 'Tanzania', 'Western Sahara', 'Yemen', 'Zambia', 'Zimbabwe']","['DZA', 'AGO', 'BHR', 'BEN', 'BWA', 'BFA', 'BDI', 'CMR', 'CPV', 'CAF', 'TCD', 'COM', 'COG', 'CIV', 'COD', 'DJI', 'EGY', 'GNQ', 'ERI', 'SWZ', 'ETH', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'IRN', 'IRQ', 'ISR', 'JOR', 'KEN', 'KWT', 'LBN', 'LSO', 'LBR', 'LBY', 'MDG', 'MWI', 'MLI', 'MRT', 'MUS', 'MYT', 'MAR', 'MOZ', 'NAM', 'NER', 'NGA', 'PSE', 'OMN', 'QAT', 'RWA', 'REU', 'STP', 'SAU', 'SEN', 'SYC', 'SLE', 'SOM', 'ZAF', 'SSD', 'SDN', 'SYR', 'TGO', 'TUN', 'UGA', 'ARE', 'TZA', 'ESH', 'YEM', 'ZMB', 'ZWE']"
16,Latin America (R9),R9,"['Antigua and Barbuda', 'Argentina', 'Aruba', 'Bahamas', 'Barbados', 'Belize', 'Bolivia', 'Brazil', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Curaçao', 'Dominican Republic', 'Ecuador', 'El Salvador', 'French Guiana', 'Grenada', 'Guadeloupe', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Sint Maarten (Dutch part)', 'Suriname', 'Trinidad and Tobago', 'United States Virgin Islands', 'Uruguay', 'Venezuela']","['ATG', 'ARG', 'ABW', 'BHS', 'BRB', 'BLZ', 'BOL', 'BRA', 'CHL', 'COL', 'CRI', 'CUB', 'CUW', 'DOM', 'ECU', 'SLV', 'GUF', 'GRD', 'GLP', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MEX', 'NIC', 'PAN', 'PRY', 'PER', 'KNA', 'LCA', 'VCT', 'SXM', 'SUR', 'TTO', 'VIR', 'URY', 'VEN']"
17,Other (R9),R9,,
18,Africa (R10),R10,"['Algeria', 'Angola', 'Benin', 'Botswana', 'Burkina Faso', 'Burundi', 'Cameroon', 'Cabo Verde', 'Central African Republic', 'Chad', 'Comoros', 'Congo', ""Côte d'Ivoire"", 'Democratic Republic of the Congo', 'Djibouti', 'Egypt', 'Equatorial Guinea', 'Eritrea', 'Ethiopia', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Kenya', 'Lesotho', 'Liberia', 'Libya', 'Madagascar', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Mayotte', 'Morocco', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Rwanda', 'Réunion', 'Sao Tome and Principe', 'Senegal', 'Seychelles', 'Sierra Leone', 'Somalia', 'South Africa', 'South Sudan', 'Sudan', 'Eswatini', 'Togo', 'Tunisia', 'Uganda', 'Tanzania', 'Western Sahara', 'Zambia', 'Zimbabwe']","['DZA', 'AGO', 'BEN', 'BWA', 'BFA', 'BDI', 'CMR', 'CPV', 'CAF', 'TCD', 'COM', 'COG', 'CIV', 'COD', 'DJI', 'EGY', 'GNQ', 'ERI', 'ETH', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'KEN', 'LSO', 'LBR', 'LBY', 'MDG', 'MWI', 'MLI', 'MRT', 'MUS', 'MYT', 'MAR', 'MOZ', 'NAM', 'NER', 'NGA', 'RWA', 'REU', 'STP', 'SEN', 'SYC', 'SLE', 'SOM', 'ZAF', 'SSD', 'SDN', 'SWZ', 'TGO', 'TUN', 'UGA', 'TZA', 'ESH', 'ZMB', 'ZWE']"
19,China+ (R10),R10,"['China', 'Hong Kong', 'Macao', 'Mongolia', 'North Korea', 'South Korea']","['CHN', 'HKG', 'MAC', 'MNG', 'PRK', 'KOR']"
20,Europe (R10),R10,"['Albania', 'Austria', 'Belgium', 'Bosnia and Herzegovina', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'France', 'Finland', 'Germany', 'Greece', 'Hungary', 'Iceland', 'Ireland', 'Italy', 'Kosovo', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Montenegro', 'Netherlands', 'North Macedonia', 'Norway', 'Portugal', 'Switzerland', 'Poland', 'Romania', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Turkey', 'United Kingdom']","['ALB', 'AUT', 'BEL', 'BIH', 'BGR', 'HRV', 'CYP', 'CZE', 'DNK', 'EST', 'FRA', 'FIN', 'DEU', 'GRC', 'HUN', 'ISL', 'IRL', 'ITA', 'KOS', 'LVA', 'LTU', 'LUX', 'MLT', 'MNE', 'NLD', 'MKD', 'NOR', 'PRT', 'CHE', 'POL', 'ROU', 'SRB', 'SVK', 'SVN', 'ESP', 'SWE', 'TUR', 'GBR']"
21,India+ (R10),R10,"['India', 'Afghanistan', 'Bangladesh', 'Bhutan', 'Maldives', 'Nepal', 'Pakistan', 'Sri Lanka']","['IND', 'AFG', 'BGD', 'BTN', 'MDV', 'NPL', 'PAK', 'LKA']"
22,Latin America (R10),R10,"['Antigua and Barbuda', 'Argentina', 'Aruba', 'Bahamas', 'Barbados', 'Belize', 'Bolivia', 'Brazil', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Curaçao', 'Dominican Republic', 'Ecuador', 'El Salvador', 'French Guiana', 'Grenada', 'Guadeloupe', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Sint Maarten (Dutch part)', 'Suriname', 'Trinidad and Tobago', 'United States Virgin Islands', 'Uruguay', 'Venezuela']","['ATG', 'ARG', 'ABW', 'BHS', 'BRB', 'BLZ', 'BOL', 'BRA', 'CHL', 'COL', 'CRI', 'CUB', 'CUW', 'DOM', 'ECU', 'SLV', 'GUF', 'GRD', 'GLP', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MEX', 'NIC', 'PAN', 'PRY', 'PER', 'PRI', 'KNA', 'LCA', 'VCT', 'SXM', 'SUR', 'TTO', 'VIR', 'URY', 'VEN']"
23,Middle East (R10),R10,"['Bahrain', 'Iraq', 'Iran', 'Israel', 'Jordan', 'Kuwait', 'Lebanon', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Syria', 'United Arab Emirates', 'Yemen']","['BHR', 'IRQ', 'IRN', 'ISR', 'JOR', 'KWT', 'LBN', 'OMN', 'PSE', 'QAT', 'SAU', 'SYR', 'ARE', 'YEM']"
24,North America (R10),R10,"['Canada', 'Guam', 'United States']","['CAN', 'GUM', 'USA']"
25,Pacific OECD (R10),R10,"['Australia', 'Japan', 'New Zealand']","['AUS', 'JPN', 'NZL']"
26,Reforming Economies (R10),R10,"['Armenia', 'Azerbaijan', 'Belarus', 'Georgia', 'Kazakhstan', 'Kyrgyzstan', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['ARM', 'AZE', 'BLR', 'GEO', 'KAZ', 'KGZ', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
27,Rest of Asia (R10),R10,"['Brunei Darussalam', 'Cambodia', 'Cook Islands', 'Fiji', 'French Polynesia', 'Indonesia', 'Kiribati', 'Laos', 'Malaysia', 'Marshall Islands', 'Micronesia', 'Myanmar', 'Nauru', 'Niue', 'Palau', 'New Caledonia', 'Papua New Guinea', 'Philippines', 'Samoa', 'Singapore', 'Solomon Islands', 'Taiwan', 'Thailand', 'Timor-Leste', 'Tonga', 'Tuvalu', 'Vanuatu', 'Viet Nam']","['BRN', 'KHM', 'COK', 'FJI', 'PYF', 'IDN', 'KIR', 'LAO', 'MYS', 'MHL', 'FSM', 'MMR', 'NRU', 'NIU', 'PLW', 'NCL', 'PNG', 'PHL', 'WSM', 'SGP', 'SLB', 'TWN', 'THA', 'TLS', 'TON', 'TUV', 'VUT', 'VNM']"
28,Other (R10),R10,,
29,Argentina,G20 Members,,
30,Australia,G20 Members,,
31,Brazil,G20 Members,,
32,Canada,G20 Members,,
33,China,G20 Members,,
34,France,G20 Members,,
35,Germany,G20 Members,,
36,India,G20 Members,,
37,Indonesia,G20 Members,,
38,Italy,G20 Members,,
39,Japan,G20 Members,,
40,Mexico,G20 Members,,
41,Russian Federation,G20 Members,,
42,Saudi Arabia,G20 Members,,
43,South Africa,G20 Members,,
44,South Korea,G20 Members,,
45,Turkey,G20 Members,,
46,United Kingdom,G20 Members,,
47,United States,G20 Members,,
48,African Union,G20 Members,,
49,European Union,G20 Members,,
50,European Union and United Kingdom,G20 Members,,
51,AIM 3.0|Brazil,AIM 3.0,['Brazil'],['BRA']
52,AIM 3.0|Canada,AIM 3.0,['Canada'],['CAN']
53,AIM 3.0|China,AIM 3.0,"['China', 'Hong Kong', 'Macao']","['CHN', 'HKG', 'MAC']"
54,AIM 3.0|Former USSR,AIM 3.0,"['Armenia', 'Azerbaijan', 'Belarus', 'Georgia', 'Kazakhstan', 'Kyrgyzstan', 'Moldova', 'Russian Federation', 'Tajikistan', 'Turkmenistan', 'Ukraine', 'Uzbekistan']","['ARM', 'AZE', 'BLR', 'GEO', 'KAZ', 'KGZ', 'MDA', 'RUS', 'TJK', 'TKM', 'UKR', 'UZB']"
55,AIM 3.0|India,AIM 3.0,['India'],['IND']
56,AIM 3.0|Japan,AIM 3.0,['Japan'],['JPN']
57,AIM 3.0|Turkey,AIM 3.0,['Turkey'],['TUR']
58,AIM 3.0|USA,AIM 3.0,['United States'],['USA']
59,AIM 3.0|Other Africa,AIM 3.0,"['Angola', 'Benin', 'Botswana', 'Burkina Faso', 'Burundi', 'Cabo Verde', 'Cameroon', 'Central African Republic', 'Chad', 'Comoros', 'Congo', ""Côte d'Ivoire"", 'Democratic Republic of the Congo', 'Djibouti', 'Equatorial Guinea', 'Eritrea', 'Eswatini', 'Ethiopia', 'Gabon', 'Gambia', 'Ghana', 'Guinea', 'Guinea-Bissau', 'Kenya', 'Lesotho', 'Liberia', 'Madagascar', 'Malawi', 'Mali', 'Mauritania', 'Mauritius', 'Mayotte', 'Mozambique', 'Namibia', 'Niger', 'Nigeria', 'Rwanda', 'Réunion', 'Sao Tome and Principe', 'Senegal', 'Seychelles', 'Sierra Leone', 'Somalia', 'South Africa', 'South Sudan', 'Sudan', 'Tanzania', 'Togo', 'Uganda', 'Western Sahara', 'Zambia', 'Zimbabwe']","['AGO', 'BEN', 'BWA', 'BFA', 'BDI', 'CPV', 'CMR', 'CAF', 'TCD', 'COM', 'COG', 'CIV', 'COD', 'DJI', 'GNQ', 'ERI', 'SWZ', 'ETH', 'GAB', 'GMB', 'GHA', 'GIN', 'GNB', 'KEN', 'LSO', 'LBR', 'MDG', 'MWI', 'MLI', 'MRT', 'MUS', 'MYT', 'MOZ', 'NAM', 'NER', 'NGA', 'RWA', 'REU', 'STP', 'SEN', 'SYC', 'SLE', 'SOM', 'ZAF', 'SSD', 'SDN', 'TZA', 'TGO', 'UGA', 'ESH', 'ZMB', 'ZWE']"
60,AIM 3.0|EU & UK,AIM 3.0,"['Austria', 'Belgium', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Luxembourg', 'Malta', 'Netherlands', 'Poland', 'Portugal', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'United Kingdom']","['AUT', 'BEL', 'CYP', 'CZE', 'DNK', 'EST', 'FIN', 'FRA', 'DEU', 'GRC', 'HUN', 'IRL', 'ITA', 'LVA', 'LTU', 'LUX', 'MLT', 'NLD', 'POL', 'PRT', 'SVK', 'SVN', 'ESP', 'SWE', 'GBR']"
61,AIM 3.0|Rest of Europe,AIM 3.0,"['Albania', 'Andorra', 'Bosnia and Herzegovina', 'Bulgaria', 'Croatia', 'Faroe Islands', 'Gibraltar', 'Iceland', 'Kosovo', 'Liechtenstein', 'Monaco', 'Montenegro', 'North Macedonia', 'Norway', 'Romania', 'San Marino', 'Serbia', 'Svalbard and Jan Mayen', 'Switzerland', 'Vatican']","['ALB', 'AND', 'BIH', 'BGR', 'HRV', 'FRO', 'GIB', 'ISL', 'KOS', 'LIE', 'MCO', 'MNE', 'MKD', 'NOR', 'ROU', 'SMR', 'SRB', 'SJM', 'CHE', 'VAT']"
62,AIM 3.0|Rest of Latin America,AIM 3.0,"['Anguilla', 'Antigua and Barbuda', 'Argentina', 'Aruba', 'Bahamas', 'Barbados', 'Belize', 'Bermuda', 'Bolivia', 'Bonaire, Sint Eustatius and Saba', 'Bouvet Island', 'British Virgin Islands', 'Cayman Islands', 'Chile', 'Colombia', 'Costa Rica', 'Cuba', 'Curaçao', 'Dominica', 'Dominican Republic', 'Ecuador', 'El Salvador', 'Falkland Islands (Malvinas)', 'French Guiana', 'Greenland', 'Grenada', 'Guadeloupe', 'Guatemala', 'Guyana', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Montserrat', 'Nicaragua', 'Panama', 'Paraguay', 'Peru', 'Puerto Rico', 'Saint Kitts and Nevis', 'Saint Lucia', 'Saint Pierre and Miquelon', 'Saint Vincent and the Grenadines', 'Sint Maarten (Dutch part)', 'South Georgia and the South Sandwich Islands', 'Suriname', 'Trinidad and Tobago', 'Turks and Caicos Islands', 'United States Virgin Islands', 'Uruguay', 'Venezuela']","['AIA', 'ATG', 'ARG', 'ABW', 'BHS', 'BRB', 'BLZ', 'BMU', 'BOL', 'BES', 'BVT', 'VGB', 'CYM', 'CHL', 'COL', 'CRI', 'CUB', 'CUW', 'DMA', 'DOM', 'ECU', 'SLV', 'FLK', 'GUF', 'GRL', 'GRD', 'GLP', 'GTM', 'GUY', 'HTI', 'HND', 'JAM', 'MTQ', 'MEX', 'MSR', 'NIC', 'PAN', 'PRY', 'PER', 'PRI', 'KNA', 'LCA', 'SPM', 'VCT', 'SXM', 'SGS', 'SUR', 'TTO', 'TCA', 'VIR', 'URY', 'VEN']"
63,AIM 3.0|Middle East,AIM 3.0,"['Bahrain', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Kuwait', 'Lebanon', 'Oman', 'Palestine', 'Qatar', 'Saudi Arabia', 'Syria', 'United Arab Emirates', 'Yemen']","['BHR', 'IRN', 'IRQ', 'ISR', 'JOR', 'KWT', 'LBN', 'OMN', 'PSE', 'QAT', 'SAU', 'SYR', 'ARE', 'YEM']"
64,AIM 3.0|North Africa,AIM 3.0,"['Algeria', 'Egypt', 'Libya', 'Morocco', 'Tunisia']","['DZA', 'EGY', 'LBY', 'MAR', 'TUN']"
65,AIM 3.0|New Zealand and Australia,AIM 3.0,"['Australia', 'New Zealand']","['AUS', 'NZL']"
66,AIM 3.0|Rest of Asia,AIM 3.0,"['Afghanistan', 'American Samoa', 'Bangladesh', 'Bhutan', 'British Indian Ocean Territory', 'Brunei Darussalam', 'Christmas Island', 'Cocos (Keeling) Islands', 'Cook Islands', 'Fiji', 'French Polynesia', 'French Southern Territories', 'Guam', 'Heard Island and McDonald Islands', 'Kiribati', 'Maldives', 'Marshall Islands', 'Micronesia', 'Nauru', 'Nepal', 'New Caledonia', 'Niue', 'Norfolk Island', 'Northern Mariana Islands', 'Pakistan', 'Palau', 'Papua New Guinea', 'Pitcairn', 'Samoa', 'Solomon Islands', 'Sri Lanka', 'Tokelau', 'Tonga', 'Tuvalu', 'United States Minor Outlying Islands', 'Vanuatu', 'Wallis and Futuna']","['AFG', 'ASM', 'BGD', 'BTN', 'IOT', 'BRN', 'CXR', 'CCK', 'COK', 'FJI', 'PYF', 'ATF', 'GUM', 'HMD', 'KIR', 'MDV', 'MHL', 'FSM', 'NRU', 'NPL', 'NCL', 'NIU', 'NFK', 'MNP', 'PAK', 'PLW', 'PNG', 'PCN', 'WSM', 'SLB', 'LKA', 'TKL', 'TON', 'TUV', 'UMI', 'VUT', 'WLF']"
67,AIM 3.0|Rest of East and South East Asia,AIM 3.0,"['Cambodia', 'Indonesia', 'Laos', 'Malaysia', 'Mongolia', 'Myanmar', 'North Korea', 'Philippines', 'Singapore', 'South Korea', 'Taiwan', 'Thailand', 'Timor-Leste', 'Viet Nam']","['KHM', 'IDN', 'LAO', 'MYS', 'MNG', 'MMR', 'PRK', 'PHL', 'SGP', 'KOR', 'TWN', 'THA', 'TLS', 'VNM']"
68,AIM/Hub-Global 2.4|Brazil,AIM/Hub-Global 2.4,,
69,AIM/Hub-Global 2.4|Canada,AIM/Hub-Global 2.4,,
70,AIM/Hub-Global 2.4|China,AIM/Hub-Global 2.4,,
71,AIM/Hub-Global 2.4|Former USSR,AIM/Hub-Global 2.4,,
72,AIM/Hub-Global 2.4|India,AIM/Hub-Global 2.4,,
73,AIM/Hub-Global 2.4|Japan,AIM/Hub-Global 2.4,,
74,AIM/Hub-Global 2.4|Turkey,AIM/Hub-Global 2.4,,
